(0.000995612069085641, -0.1811232892839631, 0.780914664661021, 0.0016058362534243586, 0.6675820621621388, -0.0013283790959847234)
(0.000995612069085641, -0.1811232892839631, 0.780914664661021, 0.0016058362534243586, 0.6675820621621388, -0.0013283790959847234)
(0.003052382234649402, -0.1751200190074777, 0.7810247883140972, 0.004882663240110633, 0.6737009223407723, -0.004022505740222303)
(0.005100592246245744, -0.16906868517686766, 0.7810808649144928, 0.00809627174359233, 0.6798191087197103, -0.006641763764540417)
(0.007140278135763552, -0.1629698138777669, 0.7810828849795943, 0.011248541350036275, 0.6859358294642767, -0.009188086436251226)
(0.009171476014100653, -0.1568239405269473, 0.7810308441441004, 0.01434129455549417, 0.6920502986139322, -0.011663351536336491)
(0.011194221969405806, -0.1506316095116005, 0.7809247432696043, 0.01737629833523894, 0.6981617358109417, -0.014069382999641557)
(0.013208552078667824, -0.14439337391977572, 0.7807645884399922, 0.020355266060731854, 0.7042693661981514, -0.01640795288614396)
(0.015214502381637844, -0.13810979525753989, 0.7805503909548368, 0.023279859045037005, 0.7103724203692355, -0.018680782911792808)
(0.017212108898501687, -0.13178144316235557, 0.7802821673145881, 0.026151688387894282, 0.7164701342994071, -0.020889546356721706)
(0.01920140761153878, -0.12540889510414657, 0.7799599392037007, 0.02897231646751071, 0.7225617493246222, -0.023035869552342297)
(0.021182434478631874, -0.11899273608189537, 0.7795837334664306, 0.031743258634585915, 0.7286465121105534, -0.02512133363099626)
(0.023155225412113917, -0.11253355830902621, 0.779153582080632, 0.03446598457127344, 0.7347236746656512, -0.027147475869850845)
(0.025119816292174302, -0.10603196089533855, 0.7786695221240206, 0.037141919875399554, 0.7407924943405682, -0.029115791329140616)
(0.027076242949453246, -0.09948854951907812, 0.7781315957382736, 0.039772447346201424, 0.7468522338658655, -0.031027734125580318)
(0.02902454117170363, -0.09290393609526852, 0.7775398500865172, 0.04235890841274359, 0.7529021613832797, -0.03288471889837414)
(0.030964746690255656, -0.08627873843626929, 0.7768943373079487, 0.044902604354096085, 0.7589415505042669, -0.034688122019637314)
(0.03289689521146386, -0.07961357991132008, 0.7761951144640468, 0.04740479782583577, 0.7649696803463452, -0.03643928321892978)
(0.03482102235966233, -0.07290908909284279, 0.7754422434880784, 0.04986671364817886, 0.7709858356444089, -0.03813950625188498)
(0.03673716371079054, -0.06616589940707564, 0.7746357911223865, 0.052289540262371044, 0.7769893068043124, -0.03979006045466455)
(0.03864535479191773, -0.059384648777457916, 0.7737758288543279, 0.05467443087573031, 0.7829793899908519, -0.04139218190760475)
(0.04054563105278653, -0.05256597926226905, 0.7728624328506487, 0.05702250435181745, 0.7889553872418965, -0.04294707426330396)
